Gene_1	Gene_2
YHR090C	YJL204C
YHR090C	YJR032W
YHR090C	YJR057W
YHR090C	YKL054C
YHR090C	YKL139W
YHR090C	YLR015W
YHR090C	YLR027C
YHR090C	YLR055C
YHR090C	YLR055C
YHR090C	YLR085C
YHR090C	YLR087C
YHR090C	YLR127C
YHR090C	YLR148W
YHR090C	YLR153C
YHR090C	YLR182W
YHR090C	YLR384C
YHR090C	YLR396C
YHR090C	YLR399C
YHR090C	YLR417W
YHR090C	YLR418C
YHR090C	YML041C
YHR090C	YML071C
YHR090C	YML112W
YHR090C	YMR077C
YHR090C	YMR125W
YHR090C	YMR138W
YHR090C	YMR165C
YHR090C	YMR231W
YHR090C	YMR284W
YHR090C	YMR312W
YHR090C	YNL041C
YHR090C	YNL051W
YHR090C	YNL076W
YHR090C	YNL079C
YHR090C	YNL084C
YHR090C	YNL107W
YHR090C	YNL107W
YHR090C	YNL172W
YHR090C	YNL238W
YHR090C	YNL250W
YHR090C	YNL298W
YHR090C	YNR052C
YHR090C	YOL012C
YHR090C	YOL115W
YHR090C	YOL148C
YHR090C	YOR064C
YHR090C	YOR073W
YHR090C	YOR080W
YHR090C	YOR123C
YHR090C	YOR244W
YHR090C	YOR244W
YHR090C	YOR349W
YHR090C	YPL002C
YHR090C	YPL042C
YHR090C	YPL055C
YHR090C	YPL059W
YHR090C	YPL086C
YHR090C	YPL086C
YHR090C	YPL101W
YHR090C	YPL129W
YHR090C	YPL138C
YHR090C	YPL241C
YHR090C	YPL254W
YHR091C	YJL030W
YHR091C	YNL330C
YHR091C	YOR244W
YHR092C	YHR090C
YHR098C	YDL195W
YHR098C	YDL195W
YHR098C	YDL195W
YHR098C	YDL195W
YHR098C	YLR208W
YHR098C	YLR208W
YHR098C	YLR208W
YHR098C	YLR208W
YHR098C	YNR026C
YHR098C	YNR051C
YHR098C	YPL085W
YHR098C	YPR181C
YHR098C	YPR181C
YHR098C	YPR181C
YHR098C	YPR181C
YHR099W	YDR127W
YHR099W	YGL148W
YHR099W	YGR099W
YHR099W	YJL029C
YHR099W	YLL019C
YHR099W	YLR371W
YHR099W	YML107C
YHR099W	YNL199C
YHR099W	YNL307C
YHR099W	YOL148C
YHR099W	YOR001W
YHR099W	YOR068C
YHR099W	YPL106C
YHR100C	YGR046W
YHR100C	YGR132C
YHR100C	YKL117W
YHR100C	YNL169C
YHR101C	YMR307W
YHR102W	YFL034C-B
YHR102W	YNL161W
YHR103W	YGR274C
YHR106W	YGR274C
YHR107C	YBL061C
YHR107C	YBR023C
YHR107C	YCL029C
YHR107C	YDR150W
YHR107C	YDR507C
YHR107C	YGR009C
YHR107C	YGR274C
YHR107C	YHR030C
YHR107C	YHR115C
YHR107C	YHR118C
YHR107C	YJL187C
YHR107C	YJL187C
YHR107C	YKR054C
YHR107C	YLR002C
YHR107C	YLR196W
YHR107C	YLR314C
YHR107C	YLR459W
YHR107C	YMR001C
YHR107C	YMR199W
YHR107C	YNL116W
YHR107C	YNL272C
YHR107C	YPL256C
YHR108W	YAL026C
YHR108W	YCR094W
YHR108W	YDR153C
YHR108W	YDR358W
YHR108W	YDR358W
YHR108W	YOR109W
YHR111W	YER083C
YHR111W	YGR274C
YHR111W	YHR129C
YHR111W	YLR229C
YHR111W	YLR425W
YHR111W	YNL271C
YHR111W	YNL298W
YHR111W	YNL298W
YHR114W	YKL129C
YHR114W	YMR109W
YHR115C	YDL225W
YHR115C	YDR507C
YHR115C	YER016W
YHR115C	YGL190C
YHR115C	YHR107C
YHR115C	YKL048C
YHR115C	YKL101W
YHR115C	YKL101W
YHR115C	YKR054C
YHR115C	YKR054C
YHR115C	YMR036C
YHR115C	YNL116W
YHR115C	YNL271C
YHR115C	YNL298W
YHR115C	YNL298W
YHR115C	YOR014W
YHR116W	YKL117W
YHR116W	YPL240C
YHR117W	YPL240C
YHR118C	YAL021C
YHR118C	YBL047C
YHR118C	YBR136W
YHR118C	YDR363W-A
YHR118C	YDR369C
YHR118C	YGL086W
YHR118C	YHR107C
YHR118C	YJL092W
YHR118C	YJL124C
YHR118C	YKR001C
YHR118C	YLR079W
YHR118C	YLR182W
YHR118C	YLR320W
YHR118C	YML032C
YHR118C	YMR224C
YHR118C	YNL250W
YHR118C	YNL307C
YHR118C	YNL307C
YHR118C	YOR014W
YHR118C	YOR312C
YHR118C	YOR368W
YHR118C	YPL153C
YHR118C	YPL153C
YHR118C	YPL194W
YHR118C	YPR141C
YHR118C	YPR164W
YHR119W	YAL024C
YHR119W	YBR133C
YHR119W	YDR440W
YHR119W	YER133W
YHR119W	YGL048C
YHR119W	YKL101W
YHR119W	YKL193C
YHR120W	YHR129C
YHR121W	YER133W
YHR123W	YHR129C
YHR124W	YGR274C
YHR124W	YHR129C
YHR126C	YHR129C
YHR127W	YHR129C
YHR128W	YEL021W
YHR129C	YAL021C
YHR129C	YAL023C
YHR129C	YBL003C
YHR129C	YBL015W
YHR129C	YBL031W
YHR129C	YBL034C
YHR129C	YBL090W
YHR129C	YBL101C
YHR129C	YBR037C
YHR129C	YBR042C
YHR129C	YBR058C
YHR129C	YBR104W
YHR129C	YBR131W
YHR129C	YBR149W
YHR129C	YBR156C
YHR129C	YBR162W-A
YHR129C	YBR194W
YHR129C	YBR219C
YHR129C	YBR222C
YHR129C	YBR264C
YHR129C	YCL011C
YHR129C	YCL014W
YHR129C	YCR028C
YHR129C	YCR065W
YHR129C	YCR077C
YHR129C	YCR101C
YHR129C	YDL022W
YHR129C	YDL040C
YHR129C	YDL053C
YHR129C	YDL100C
YHR129C	YDL106C
YHR129C	YDL125C
YHR129C	YDL127W
YHR129C	YDL131W
YHR129C	YDL135C
YHR129C	YDL144C
YHR129C	YDL154W
YHR129C	YDR026C
YHR129C	YDR050C
YHR129C	YDR068W
YHR129C	YDR092W
YHR129C	YDR101C
YHR129C	YDR110W
YHR129C	YDR132C
YHR129C	YDR151C
YHR129C	YDR191W
YHR129C	YDR213W
YHR129C	YDR219C
YHR129C	YDR253C
YHR129C	YDR257C
YHR129C	YDR443C
YHR129C	YDR459C
YHR129C	YEL003W
YHR129C	YEL054C
YHR129C	YEL061C
YHR129C	YEL061C
YHR129C	YER007W
YHR129C	YER016W
YHR129C	YER016W
YHR129C	YER016W
YHR129C	YER016W
YHR129C	YER016W
YHR129C	YER016W
YHR129C	YER050C
YHR129C	YER060W-A
YHR129C	YER061C
YHR129C	YER070W
YHR129C	YER074W
YHR129C	YFL051C
YHR129C	YFR031C-A
YHR129C	YFR038W
YHR129C	YGL124C
YHR129C	YGL124C
YHR129C	YGL216W
YHR129C	YGL216W
YHR129C	YGR150C
YHR129C	YGR184C
YHR129C	YGR224W
YHR129C	YGR225W
YHR129C	YGR227W
YHR129C	YGR229C
YHR129C	YGR229C
YHR129C	YGR237C
YHR129C	YGR243W
YHR129C	YGR249W
YHR129C	YGR263C
YHR129C	YGR287C
YHR129C	YHR006W
YHR129C	YHR013C
YHR129C	YHR030C
YHR129C	YHR067W
YHR129C	YHR081W
YHR129C	YHR087W
YHR129C	YHR111W
YHR129C	YHR120W
YHR129C	YHR123W
YHR129C	YHR124W
YHR129C	YHR126C
YHR129C	YHR127W
YHR129C	YHR131C
YHR129C	YHR132C
YHR129C	YHR132W-A
YHR129C	YHR135C
YHR129C	YHR136C
YHR129C	YHR138C
YHR129C	YHR139C
YHR129C	YHR143W
YHR129C	YHR147C
YHR129C	YHR151C
YHR129C	YHR154W
YHR129C	YHR157W
YHR129C	YHR160C
YHR129C	YHR193C
YHR129C	YHR209W
YHR129C	YIL008W
YHR129C	YIR021W
YHR129C	YIR024C
YHR129C	YJL095W
YHR129C	YJL115W
YHR129C	YJL121C
YHR129C	YJL124C
YHR129C	YJL148W
YHR129C	YJL165C
YHR129C	YJL179W
YHR129C	YJL180C
YHR129C	YJL183W
YHR129C	YJR043C
YHR129C	YKL188C
YHR129C	YKL204W
YHR129C	YKR027W
YHR129C	YKR082W
YHR129C	YKR088C
YHR129C	YLR212C
YHR129C	YLR337C
YHR129C	YML001W
YHR129C	YML121W
YHR129C	YMR079W
YHR129C	YMR198W
YHR129C	YMR198W
YHR129C	YMR228W
YHR129C	YMR269W
YHR129C	YNL025C
YHR129C	YNL032W
YHR129C	YNL055C
YHR129C	YNL069C
YHR129C	YNL081C
YHR129C	YNL091W
YHR129C	YNL147W
YHR129C	YNL153C
YHR129C	YNL153C
YHR129C	YNL271C
YHR129C	YNL271C
YHR129C	YNL271C
YHR129C	YNL271C
YHR129C	YNL271C
YHR129C	YNL298W
YHR129C	YNL307C
YHR129C	YOL064C
YHR129C	YOL072W
YHR129C	YOL076W
YHR129C	YOR026W
YHR129C	YOR058C
YHR129C	YOR058C
YHR129C	YOR080W
YHR129C	YOR147W
YHR129C	YOR221C
YHR129C	YOR326W
YHR129C	YPL088W
YHR129C	YPL213W
YHR129C	YPL241C
YHR129C	YPL269W
YHR129C	YPL269W
YHR129C	YPL269W
YHR129C	YPL269W
YHR129C	YPR070W
YHR129C	YPR101W
YHR129C	YPR141C
YHR129C	YPR141C
YHR129C	YPR141C
YHR131C	YHR129C
YHR132C	YHR129C
YHR132W-A	YCL043C
YHR132W-A	YER133W
YHR132W-A	YHR129C
YHR134W	YCL043C
YHR134W	YIL031W
YHR134W	YLR234W
YHR134W	YMR190C
YHR134W	YMR190C
YHR134W	YMR190C
YHR134W	YMR190C
YHR134W	YMR190C
YHR134W	YPL020C
YHR135C	YDR137W
YHR135C	YHR129C
YHR135C	YLR133W
YHR135C	YNL154C
YHR135C	YNL154C
YHR135C	YNL154C
YHR135C	YNL154C
YHR135C	YNL154C
YHR135C	YNL154C
YHR135C	YNL154C
YHR135C	YOL018C
YHR136C	YHR129C
YHR137W	YGL202W
YHR138C	YHR129C
YHR139C	YHR129C
YHR141C	YNL162W
YHR142W	YBL007C
YHR142W	YBL007C
YHR142W	YBL047C
YHR142W	YBR234C
YHR142W	YBR234C
YHR142W	YCR009C
YHR142W	YDL029W
YHR142W	YDL029W
YHR142W	YDL117W
YHR142W	YDR129C
YHR142W	YDR129C
YHR142W	YDR245W
YHR142W	YDR245W
YHR142W	YDR388W
YHR142W	YDR388W
YHR142W	YER016W
YHR142W	YFL036W
YHR142W	YGR135W
YHR142W	YGR229C
YHR142W	YGR229C
YHR142W	YGR229C
YHR142W	YGR229C
YHR142W	YGR229C
YHR142W	YGR229C
YHR142W	YGR274C
YHR142W	YHR030C
YHR142W	YHR030C
YHR142W	YIL121W
YHR142W	YJL095W
YHR142W	YJL095W
YHR142W	YJL148W
YHR142W	YJR073C
YHR142W	YKL079W
YHR142W	YKR082W
YHR142W	YLR110C
YHR142W	YLR337C
YHR142W	YLR337C
YHR142W	YLR342W
YHR142W	YLR342W
YHR142W	YLR342W
YHR142W	YLR342W
YHR142W	YLR342W
YHR142W	YLR425W
YHR142W	YML115C
YHR142W	YML115C
YHR142W	YMR307W
YHR142W	YMR307W
YHR142W	YNL079C
YHR142W	YNL079C
YHR142W	YNL271C
YHR142W	YNL271C
YHR142W	YNL271C
YHR142W	YNL271C
YHR142W	YNL298W
YHR142W	YNL298W
YHR142W	YNL298W
YHR142W	YNL329C
YHR142W	YOR035C
YHR142W	YOR035C
YHR142W	YOR326W
YHR143W	YHR129C
YHR143W-A	YHR030C
YHR147C	YHR129C
YHR147C	YMR236W
YHR151C	YHR129C
YHR151C	YKL117W
YHR152W	YAL024C
YHR152W	YAL024C
YHR152W	YAL024C
YHR152W	YAL024C
YHR152W	YFR028C
YHR152W	YGL003C
YHR152W	YGL003C
YHR152W	YGL003C
YHR152W	YGR092W
YHR152W	YHL022C
YHR152W	YNL225C
YHR152W	YNL298W
YHR152W	YNL298W
YHR152W	YNL298W
YHR154W	YER087W
YHR154W	YHR031C
YHR154W	YHR129C
YHR154W	YJL092W
YHR154W	YKL114C
YHR154W	YLR182W
YHR154W	YMR156C
YHR154W	YMR190C
YHR154W	YMR190C
YHR154W	YNL250W
YHR154W	YNL297C
YHR154W	YNR052C
YHR154W	YOR080W
YHR154W	YOR080W
YHR154W	YPL022W
YHR156C	YPL240C
YHR157W	YDL017W
YHR157W	YHR129C
YHR160C	YHR129C
YHR161C	YCL043C
YHR161C	YNL243W
YHR162W	YER133W
YHR164C	YAR007C
YHR164C	YBL088C
YHR164C	YBR136W
YHR164C	YCL061C
YHR164C	YCR034W
YHR164C	YDL013W
YHR164C	YDL102W
YHR164C	YDL164C
YHR164C	YDR138W
YHR164C	YDR279W
YHR164C	YER041W
YHR164C	YER116C
YHR164C	YHR031C
YHR164C	YHR031C
YHR164C	YJL092W
YHR164C	YJL115W
YHR164C	YJR104C
YHR164C	YKL113C
YHR164C	YKL113C
YHR164C	YKL113C
YHR164C	YLR113W
YHR164C	YLR234W
YHR164C	YLR320W
YHR164C	YML032C
YHR164C	YMR038C
YHR164C	YMR048W
YHR164C	YMR190C
YHR164C	YMR190C
YHR164C	YMR190C
YHR164C	YMR190C
YHR164C	YMR224C
YHR164C	YNL072W
YHR164C	YNL097C
YHR164C	YNL250W
YHR164C	YNL273W
YHR164C	YOR033C
YHR164C	YOR144C
YHR164C	YOR276W
YHR164C	YPR135W
YHR164C	YPR135W
YHR164C	YPR164W
YHR165C	YDR088C
YHR165C	YDR088C
YHR165C	YDR364C
YHR165C	YDR364C
YHR165C	YDR464W
YHR165C	YER172C
YHR165C	YGR006W
YHR165C	YKR086W
YHR165C	YKR086W
YHR165C	YMR216C
YHR165C	YOR308C
YHR166C	YBL084C
YHR166C	YBR082C
YHR166C	YBR160W
YHR166C	YBR160W
YHR166C	YDR159W
YHR166C	YDR260C
YHR166C	YDR359C
YHR166C	YFL024C
YHR166C	YFR036W
YHR166C	YGL056C
YHR166C	YGL116W
YHR166C	YGR188C
YHR166C	YHR090C
YHR166C	YJL081C
YHR166C	YKL101W
YHR166C	YLR079W
YHR166C	YLR079W
YHR166C	YOR244W
YHR166C	YPL153C
YHR166C	YPR119W
YHR166C	YPR119W
YHR166C	YPR119W
YHR167W	YAL021C
YHR167W	YDL084W
YHR167W	YDR381W
YHR167W	YGR002C
YHR167W	YHR081W
YHR167W	YIL079C
YHR167W	YKL117W
YHR167W	YKR029C
YHR167W	YLR418C
YHR167W	YOR166C
YHR167W	YOR166C
YHR170W	YDR101C
YHR170W	YDR101C
YHR170W	YDR101C
YHR170W	YDR101C
YHR170W	YGL099W
YHR170W	YGL173C
YHR170W	YKL186C
YHR170W	YLR074C
YHR170W	YPL008W
YHR170W	YPL169C
YHR172W	YDR356W
YHR172W	YDR356W
YHR172W	YDR356W
YHR172W	YLR200W
YHR174W	YGR254W
YHR174W	YNL248C
YHR174W	YOR393W
YHR174W	YPL281C
YHR175W-A	YGR274C
YHR178W	YAL013W
YHR178W	YAL021C
YHR178W	YAL024C
YHR178W	YGR274C
YHR178W	YJR057W
YHR178W	YKL117W
YHR178W	YLR103C
YHR178W	YMR066W
YHR178W	YMR263W
YHR178W	YNL153C
YHR178W	YNR052C
YHR181W	YMR282C
YHR182W	YGR274C
YHR182W	YPL075W
YHR183W	YBR117C
YHR183W	YGR256W
YHR183W	YJL092W
YHR183W	YJL121C
YHR183W	YPR074C
YHR186C	YDR174W
YHR188C	YHR030C
YHR189W	YPL075W
YHR191C	YAL011W
YHR191C	YAL024C
YHR191C	YAL024C
YHR191C	YBL023C
YHR191C	YBL034C
YHR191C	YBR060C
YHR191C	YCL061C
YHR191C	YCL061C
YHR191C	YDL003W
YHR191C	YDL003W
YHR191C	YDR075W
YHR191C	YDR180W
YHR191C	YDR217C
YHR191C	YDR217C
YHR191C	YDR332W
YHR191C	YDR334W
YHR191C	YDR356W
YHR191C	YDR359C
YHR191C	YDR369C
YHR191C	YEL003W
YHR191C	YEL061C
YHR191C	YEL061C
YHR191C	YEL061C
YHR191C	YER016W
YHR191C	YER016W
YHR191C	YER016W
YHR191C	YER016W
YHR191C	YER016W
YHR191C	YER016W
YHR191C	YER016W
YHR191C	YER116C
YHR191C	YER133W
YHR191C	YFL008W
YHR191C	YFR027W
YHR191C	YFR036W
YHR191C	YFR036W
YHR191C	YFR036W
YHR191C	YGL086W
YHR191C	YGR180C
YHR191C	YGR188C
YHR191C	YGR229C
YHR191C	YGR229C
YHR191C	YGR274C
YHR191C	YJL030W
YHR191C	YJL074C
YHR191C	YJL092W
YHR191C	YJL092W
YHR191C	YLR103C
YHR191C	YML032C
YHR191C	YML041C
YHR191C	YMR048W
YHR191C	YMR048W
YHR191C	YMR048W
YHR191C	YMR198W
YHR191C	YMR224C
YHR191C	YNL153C
YHR191C	YNL250W
YHR191C	YNL261W
YHR191C	YNL273W
YHR191C	YNL273W
YHR191C	YNL273W
YHR191C	YNL273W
YHR191C	YNL298W
YHR191C	YNL298W
YHR191C	YNR010W
YHR191C	YOR026W
YHR191C	YOR026W
YHR191C	YOR349W
YHR191C	YOR349W
YHR191C	YPL008W
YHR191C	YPL008W
YHR191C	YPL008W
YHR191C	YPL209C
YHR191C	YPR045C
YHR191C	YPR119W
YHR191C	YPR135W
YHR191C	YPR135W
YHR191C	YPR135W
YHR191C	YPR135W
YHR191C	YPR135W
YHR191C	YPR141C
YHR191C	YPR141C
YHR191C	YPR141C
YHR193C	YHR129C
YHR194W	YAL010C
YHR194W	YDL013W
YHR194W	YGL058W
YHR194W	YGL219C
YHR194W	YLL006W
YHR194W	YLR320W
YHR194W	YNL169C
YHR194W	YOL009C
YHR194W	YOR080W
YHR194W	YPR141C
YHR195W	YER133W
YHR196W	YDR170C
YHR196W	YGL233W
YHR196W	YLR418C
YHR196W	YNL271C
YHR197W	YBR087W
YHR200W	YAL013W
YHR200W	YAL024C
YHR200W	YAL024C
YHR200W	YAR003W
YHR200W	YAR003W
YHR200W	YBR175W
YHR200W	YBR279W
YHR200W	YCL016C
YHR200W	YDL020C
YHR200W	YDL020C
YHR200W	YDL020C
YHR200W	YDL074C
YHR200W	YDL074C
YHR200W	YDL190C
YHR200W	YDR054C
YHR200W	YDR323C
YHR200W	YDR363W-A
YHR200W	YDR392W
YHR200W	YDR469W
YHR200W	YEL037C
YHR200W	YEL037C
YHR200W	YEL037C
YHR200W	YER068W
YHR200W	YFR052W
YHR200W	YGL058W
YHR200W	YGL058W
YHR200W	YGL116W
YHR200W	YGL244W
YHR200W	YGR134W
YHR200W	YGR229C
YHR200W	YGR229C
YHR200W	YKL117W
YHR200W	YLR021W
YHR200W	YLR055C
YHR200W	YLR226W
YHR200W	YLR320W
YHR200W	YLR342W
YHR200W	YMR179W
YHR200W	YMR223W
YHR200W	YMR263W
YHR200W	YNL206C
YHR200W	YNL297C
YHR200W	YNL298W
YHR200W	YNL298W
YHR200W	YNL298W
YHR200W	YPL047W
YHR200W	YPL055C
YHR200W	YPR135W
YHR200W	YPR141C
YHR202W	YGR274C
YHR203C	YGR274C
YHR203C	YJR145C
YHR205W	YDL035C
YHR205W	YER020W
YHR205W	YER020W
YHR205W	YGR262C
YHR205W	YLR403W
YHR205W	YNL098C
YHR205W	YPL031C
YHR205W	YPL106C
YHR206W	YDL006W
YHR206W	YIL147C
YHR206W	YML028W
YHR209W	YAL013W
YHR209W	YDR388W
YHR209W	YGL084C
YHR209W	YGR157W
YHR209W	YHR129C
YHR209W	YJR073C
YHR209W	YLR242C
YHR209W	YML008C
YHR209W	YMR070W
YHR216W	YKL139W
YIL002C	YBR129C
YIL002C	YIR006C
YIL002C	YNL106C
YIL002C	YOR109W
YIL002C	YOR109W
YIL003W	YGL091C
YIL003W	YNL240C
YIL003W	YNL271C
YIL004C	YFL038C
YIL004C	YKR068C
YIL004C	YLR268W
YIL004C	YNL264C
YIL005W	YMR186W
YIL005W	YOR027W
YIL006W	YPL240C
YIL008W	YER133W
YIL008W	YGR002C
YIL008W	YHR090C
YIL008W	YHR129C
YIL008W	YLR425W
YIL008W	YMR294W
YIL008W	YNL298W
YIL008W	YOR046C
YIL008W	YOR326W
YIL009W	YKL117W
YIL017C	YEL061C
YIL017C	YER016W
YIL017C	YGR274C
YIL018W	YFR031C-A
YIL021W	YER022W
YIL021W	YGL086W
YIL021W	YGR188C
YIL021W	YLR418C
YIL021W	YMR190C
YIL021W	YMR224C
YIL022W	YJL104W
YIL022W	YJL143W
YIL022W	YJL143W
YIL022W	YJR045C
YIL022W	YKR065C
YIL022W	YLR008C
YIL022W	YNR017W
YIL023C	YDR205W
YIL023C	YGR274C
YIL026C	YMR190C
YIL030C	YAR003W
YIL030C	YDR469W
YIL030C	YLR139C
YIL030C	YNL288W
YIL031W	YDL042C
YIL031W	YER095W
YIL031W	YER120W
YIL031W	YGL058W
YIL031W	YHR134W
YIL031W	YML032C
YIL031W	YPL020C
YIL033C	YDL047W
YIL033C	YGR113W
YIL033C	YNL236W
YIL034C	YCR009C
YIL034C	YCR009C
YIL034C	YDR129C
YIL034C	YDR129C
YIL034C	YDR162C
YIL034C	YDR208W
YIL034C	YDR245W
YIL034C	YDR388W
YIL034C	YDR388W
YIL034C	YDR424C
YIL034C	YFL039C
YIL034C	YJL020C
YIL034C	YLL050C
YIL034C	YLR229C
YIL034C	YNL271C
YIL034C	YNL322C
YIL035C	YGR274C
YIL035C	YOR061W
YIL037C	YER133W
YIL037C	YGR274C
YIL038C	YER068W
YIL038C	YJL164C
YIL038C	YPL203W
YIL038C	YPR072W
YIL039W	YGR274C
YIL039W	YLR039C
YIL040W	YBL034C
YIL040W	YDR113C
YIL040W	YDR212W
YIL040W	YER016W
YIL040W	YGL058W
YIL040W	YIR033W
YIL040W	YJL019W
YIL040W	YJL030W
YIL040W	YKL020C
YIL040W	YKR029C
YIL040W	YLR103C
YIL040W	YLR418C
YIL040W	YMR061W
YIL040W	YMR117C
YIL040W	YMR202W
YIL040W	YOL012C
YIL040W	YOR001W
YIL040W	YOR046C
YIL040W	YPL055C
YIL043C	YGR274C
YIL043C	YHR042W
YIL043C	YNL298W
YIL044C	YDL226C
YIL044C	YDL226C
YIL044C	YDL226C
YIL046W	YBR102C
YIL046W	YDR164C
YIL046W	YDR253C
YIL046W	YGL233W
YIL046W	YGR274C
YIL046W	YNL103W
YIL046W	YNL103W
YIL046W	YNL248C
YIL047C	YKL117W
YIL048W	YAL026C
YIL048W	YBR164C
YIL048W	YDL145C
YIL048W	YNL287W
YIL049W	YJL081C
YIL050W	YMR311C
YIL051C	YOR144C
YIL052C	YER056C-A
YIL052C	YOR046C
YIL052C	YPL240C
YIL053W	YER062C
YIL053W	YPL240C
YIL062C	YDL029W
YIL062C	YGR188C
YIL062C	YMR190C
YIL063C	YGL097W
YIL063C	YGR163W
YIL063C	YGR218W
YIL063C	YKL186C
YIL063C	YML121W
YIL063C	YMR235C
YIL063C	YPL169C
YIL065C	YPL240C
YIL068C	YDR164C
YIL068C	YDR164C
YIL068C	YDR166C
YIL068C	YDR166C
YIL068C	YDR166C
YIL068C	YER008C
YIL068C	YER008C
YIL068C	YER136W
YIL068C	YFL005W
YIL068C	YFL005W
YIL068C	YFL005W
YIL068C	YFL038C
YIL068C	YGL233W
YIL068C	YGL233W
YIL068C	YGL233W
YIL068C	YGR009C
YIL068C	YGR009C
YIL068C	YGR009C
YIL068C	YJL085W
YIL068C	YLR166C
YIL068C	YLR166C
YIL068C	YLR166C
YIL068C	YNL272C
YIL068C	YNL272C
YIL068C	YNL272C
YIL068C	YNR049C
YIL068C	YPR055W
YIL068C	YPR055W
YIL068C	YPR055W
YIL068C	YPR055W
YIL069C	YER074W
YIL070C	YKL117W
YIL073C	YGR274C
YIL074C	YDR019C
YIL074C	YER081W
YIL075C	YDL020C
YIL075C	YDL020C
YIL075C	YFR052W
YIL075C	YFR052W
YIL075C	YLR418C
YIL076W	YBL105C
YIL076W	YCL043C
YIL076W	YDL145C
YIL076W	YDL226C
YIL076W	YGL116W
YIL076W	YKL117W
YIL076W	YLR039C
YIL076W	YLR153C
YIL076W	YLR262C
YIL076W	YLR418C
YIL076W	YMR294W
YIL076W	YPL240C
YIL078W	YDR170C
YIL078W	YNL271C
YIL078W	YOR144C
YIL079C	YBR245C
YIL079C	YDL175C
YIL079C	YDL175C
YIL079C	YDR312W
YIL079C	YDR363W-A
YIL079C	YDR457W
YIL079C	YDR505C
YIL079C	YER161C
YIL079C	YER164W
YIL079C	YGL094C
YIL079C	YHR087W
YIL079C	YHR167W
YIL079C	YJR056C
YIL079C	YML062C
YIL079C	YNL084C
YIL079C	YNL139C
YIL079C	YNL175C
YIL079C	YNL224C
YIL079C	YNR024W
YIL083C	YGL086W
YIL083C	YGR188C
YIL083C	YJL074C
YIL084C	YAL024C
YIL084C	YCR009C
YIL084C	YCR009C
YIL084C	YDR388W
YIL084C	YDR388W
YIL084C	YDR392W
YIL084C	YGL020C
YIL084C	YJL020C
YIL084C	YJL020C
YIL084C	YKR029C
YIL084C	YLR055C
YIL084C	YLR182W
YIL084C	YMR236W
YIL084C	YNL206C
YIL087C	YKL117W
YIL090W	YGR274C
YIL090W	YNL206C
YIL090W	YPR141C
YIL093C	YGL058W
YIL094C	YBL098W
YIL094C	YGR244C
YIL094C	YIL125W
YIL094C	YJR025C
YIL094C	YJR078W
YIL094C	YKL141W
YIL094C	YKR039W
YIL094C	YLR231C
YIL094C	YLR348C
YIL094C	YNL268W
YIL094C	YPL262W
YIL095W	YCR088W
YIL095W	YDL029W
YIL095W	YDR212W
YIL095W	YEL003W
YIL095W	YNL243W
YIL097W	YKL117W
YIL104C	YGR274C
YIL104C	YJL074C
YIL105C	YBR036C
YIL105C	YDR208W
YIL105C	YNL047C
YIL105C	YNL047C
YIL105C	YNL047C
YIL105C	YNL047C
YIL106W	YAL024C
YIL106W	YAR019C
YIL106W	YHR007C
YIL106W	YHR023W
YIL106W	YHR030C
YIL106W	YJL095W
YIL106W	YKL101W
YIL106W	YMR001C
YIL106W	YNL152W
YIL109C	YER157W
YIL109C	YLR418C
YIL109C	YMR224C
YIL109C	YNL049C
YIL109C	YNL264C
YIL110W	YMR079W
YIL110W	YNL192W
YIL110W	YPL145C
YIL112W	YJL168C
YIL112W	YNL298W
YIL112W	YNL298W
YIL113W	YOR231W
YIL115C	YDR315C
YIL115C	YDR424C
YIL115C	YGL086W
YIL115C	YGR274C
YIL115C	YJL041W
YIL115C	YJL074C
YIL115C	YJR042W
YIL115C	YKL057C
YIL115C	YLR018C
YIL115C	YLR418C
YIL115C	YMR047C
YIL115C	YMR190C
YIL115C	YOR046C
YIL115C	YOR046C
YIL118W	YBR260C
YIL118W	YER008C
YIL118W	YER095W
YIL118W	YFL005W
YIL118W	YGL233W
YIL118W	YGR188C
YIL118W	YKR055W
YIL118W	YKR055W
YIL118W	YKR055W
YIL118W	YKR055W
YIL118W	YLR166C
YIL118W	YLR229C
YIL118W	YLR418C
YIL118W	YMR224C
YIL118W	YOR181W
YIL118W	YPL008W
YIL121W	YDL049C
YIL121W	YHR142W
YIL121W	YMR294W
YIL121W	YMR307W
YIL124W	YBR159W
YIL125W	YBL099W
YIL125W	YDL182W
YIL125W	YDR234W
YIL125W	YIL094C
YIL126W	YBL105C
YIL126W	YDR303C
YIL126W	YKL049C
YIL126W	YKL089W
YIL126W	YML127W
YIL126W	YNL030W
YIL126W	YOR008C
YIL126W	YOR080W
YIL128W	YDL102W
YIL128W	YDL102W
YIL128W	YJL081C
YIL128W	YJR043C
YIL128W	YLR418C
YIL128W	YMR236W
YIL128W	YOR244W
YIL128W	YPL240C
YIL129C	YFL034C-B
YIL129C	YNL161W
YIL131C	YNL068C
YIL133C	YDR162C
YIL133C	YDR174W
YIL133C	YNL069C
YIL133C	YNL069C
YIL134W	YDR212W
YIL134W	YOR080W
YIL139C	YGL087C
YIL139C	YMR234W
YIL139C	YNL072W
YIL142W	YBL030C
YIL142W	YDR212W
YIL142W	YEL003W
YIL142W	YJL014W
YIL142W	YJL074C
YIL142W	YLR200W
