abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
r_0682	leukotriene A4 hydrolase	(1) s_1434_b + (1) s_0983 <==> (1) s_0985	reversible	NA	-1000	1000	0	(YNL045W)	
r_0684	lipid phosphate phosphatase	(1) s_1434_b + (1) s_0075 <==> (2) s_0763_b + (1) s_1215 + (1) s_1207	reversible	NA	0	1000	0	(YDR503C)	
r_0685	lysophosphatidylcholine acyltransferase	(1) s_0085 + (1) s_0663 <==> (1) s_1434_b + (1) s_1228	reversible	NA	-1000	1000	0	(YPR140W)	
r_0686	lysyl-tRNA synthetase	(1) s_0446 + (1) s_0929 + (1) s_1479_b <==> (1) s_0434 + (1) s_0605 + (1) s_1003	reversible	NA	0	1000	0	(YDR037W)	
r_0687	lysyl-tRNA synthetase	(1) s_0446 + (1) s_0929 + (1) s_1480_b <==> (1) s_0434 + (1) s_0605 + (1) s_1003	reversible	NA	0	1000	0	(YNL073W)	
r_0688	malate dehydrogenase	(1) s_1082 + (1) s_0069 <==> (1) s_0763_b + (1) s_1087 + (1) s_1156	reversible	NA	-1000	1000	0	(YOL126C)	
r_0691	malate synthase	(1) s_1434_b + (1) s_0380 + (1) s_0749 <==> (1) s_0763_b + (1) s_0514 + (1) s_0069	reversible	NA	0	1000	0	((YIR031C) or (YNL117W))	
r_0693	malic enzyme (NAD)	(1) s_1082 + (1) s_0069 <==> (1) s_1277 + (1) s_1087 + (1) s_0470	reversible	NA	0	1000	0	(YKL029C)	
r_0694	malic enzyme (NADP)	(1) s_1091 + (1) s_0069 <==> (1) s_1277 + (1) s_1096 + (1) s_0470	reversible	NA	0	1000	0	(YKL029C)	
r_0695	malonyl-CoA-ACP transacylase	(1) s_1495_b + (1) s_1005 <==> (1) s_0514 + (1) s_0478	reversible	NA	-1000	1000	0	((YKL182W) and (YPL231W))	
r_0697	mannose-1-phosphate guanylyltransferase	(1) s_0763_b + (1) s_0755 + (1) s_0553 <==> (1) s_0605 + (1) s_0710	reversible	NA	0	1000	0	(YDL055C)	
r_0698	mannose-6-phosphate isomerase	(1) s_0554 <==> (1) s_0539	reversible	NA	-1000	1000	0	(YER003C)	
r_0699	methenyltetrahydrifikate cyclohydrolase	(1) s_1434_b + (1) s_0015 <==> (1) s_0763_b + (1) s_0122	reversible	NA	-1000	1000	0	(YBR084W)	
r_0701	methionine adenosyltransferase	(1) s_1434_b + (1) s_0446 + (1) s_0933 <==> (1) s_1207 + (1) s_1293 + (1) s_0605	reversible	NA	0	1000	0	((YDR502C) or (YLR180W))	
r_0702	methionine synthase	(1) s_0328 + (1) s_0917 <==> (1) s_0763_b + (1) s_0933 + (1) s_0309	reversible	NA	0	1000	0	(YER091C)	
r_0703	methionyl-tRNA formyltransferase	(1) s_0122 + (1) s_1016 <==> (1) s_0763_b + (1) s_0309 + (1) s_0682	reversible	NA	0	1000	0	(YBL013W)	
r_0704	methionyl-tRNA synthetase	(1) s_0446 + (1) s_0933 + (1) s_1481_b <==> (1) s_0434 + (1) s_0605 + (1) s_1016	reversible	NA	0	1000	0	(YGR264C)	
r_0705	methionyl-tRNA synthetase	(1) s_0446 + (1) s_0933 + (1) s_1482_b <==> (1) s_0434 + (1) s_0605 + (1) s_1016	reversible	NA	0	1000	0	(YGR171C)	
r_0706	methylenetetrahydrofolate dehydrogenase (NAD)	(1) s_1082 + (1) s_0307 <==> (1) s_1087 + (1) s_0015	reversible	NA	0	1000	0	(YKR080W)	
r_0707	methylenetetrahydrofolate dehydrogenase (NADP)	(1) s_1091 + (1) s_0307 <==> (1) s_1096 + (1) s_0015	reversible	NA	-1000	1000	0	(YGR204W)	
r_0709	methylglyoxal synthase	(1) s_0735 <==> (1) s_1207 + (1) s_1019	reversible	NA	0	1000	0		
r_0710	methylisocitrate lyase	(1) s_0012 <==> (1) s_1277 + (1) s_1338	reversible	NA	0	1000	0	(YPR006C)	
r_0711	mevalonate kinase (atp)	(1) s_0446 + (1) s_0031 <==> (1) s_0763_b + (1) s_0400 + (1) s_0022	reversible	NA	0	1000	0	(YMR208W)	
r_0712	mevalonate kinase (ctp)	(1) s_0521 + (1) s_0031 <==> (1) s_0763_b + (1) s_0481 + (1) s_0022	reversible	NA	0	1000	0	(YMR208W)	
r_0713	mevalonate kinase (gtp)	(1) s_0755 + (1) s_0031 <==> (1) s_0763_b + (1) s_0706 + (1) s_0022	reversible	NA	0	1000	0	(YMR208W)	
r_0714	mevalonate kinase (utp)	(1) s_1430 + (1) s_0031 <==> (1) s_0763_b + (1) s_1411 + (1) s_0022	reversible	NA	0	1000	0	(YMR208W)	
r_0715	mevalonate pyrophoshate decarboxylase	(1) s_0446 + (1) s_0021 <==> (1) s_0400 + (1) s_1207 + (1) s_0470 + (1) s_0850	reversible	NA	0	1000	0	(YNR043W)	
r_0716	microsomal beta-keto-reductase	(1) s_0763_b + (1) s_1096 + (1) s_0250 <==> (1) s_1091 + (1) s_0233	reversible	NA	-1000	1000	0	(YBR159W)	
r_0717	microsomal beta-keto-reductase	(1) s_0763_b + (1) s_1096 + (1) s_0246 <==> (1) s_1091 + (1) s_0232	reversible	NA	-1000	1000	0	(YBR159W)	
r_0718	microsomal beta-keto-reductase	(1) s_0763_b + (1) s_1096 + (1) s_0260 <==> (1) s_1091 + (1) s_0237	reversible	NA	-1000	1000	0	(YBR159W)	
r_0719	microsomal beta-keto-reductase	(1) s_0763_b + (1) s_1096 + (1) s_0247 <==> (1) s_1091 + (1) s_0046	reversible	NA	-1000	1000	0	(YBR159W)	
r_0720	microsomal beta-keto-reductase	(1) s_0763_b + (1) s_1096 + (1) s_0257 <==> (1) s_1091 + (1) s_0052	reversible	NA	-1000	1000	0	(YBR159W)	
r_0721	microsomal beta-keto-reductase	(1) s_0763_b + (1) s_1096 + (1) s_0254 <==> (1) s_1091 + (1) s_0234	reversible	NA	-1000	1000	0	(YBR159W)	
r_0722	microsomal beta-keto-reductase	(1) s_0763_b + (1) s_1096 + (1) s_0261 <==> (1) s_1091 + (1) s_0055	reversible	NA	-1000	1000	0	(YBR159W)	
r_0723	MIPC synthase	(1) s_0710 + (1) s_0828 <==> (1) s_1013	reversible	NA	-1000	1000	0	((YBR036C) and (YPL057C))	
r_0724	MIPC synthase	(1) s_0710 + (1) s_0829 <==> (1) s_1013	reversible	NA	-1000	1000	0	((YBR036C) and (YDR297W))	
r_0725	myo-inositol 1-phosphatase	(1) s_1434_b + (1) s_0128 <==> (1) s_1207 + (1) s_1020	reversible	NA	0	1000	0	((YDR287W) or (YHR046C))	
r_0726	myo-inositol-1-phosphate synthase	(1) s_0410 <==> (1) s_0128	reversible	NA	0	1000	0	(YJL153C)	
r_0727	myristicoyl-CoA desaturase (n-C14:0CoA -> n-C14:1CoA)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1044 <==> (2) s_1434_b + (1) s_1091 + (1) s_1360	reversible	NA	0	1000	0		
r_0728	N-acetyl-g-glutamyl-phosphate reductase	(1) s_0763_b + (1) s_1096 + (1) s_1070 <==> (1) s_1207 + (1) s_1091 + (1) s_0149	reversible	NA	0	1000	0	(YER069W)	
r_0729	N-acetylglucosamine-6-phosphate synthase	(1) s_0380 + (1) s_0422 <==> (1) s_0763_b + (1) s_0514 + (1) s_1069	reversible	NA	-1000	1000	0	(YFL017C)	
r_0730	N-acetylputrescine: oxygen oxireductase (deaminating)	(1) s_1434_b + (1) s_1160 + (1) s_1072 <==> (1) s_0430 + (1) s_0801 + (1) s_0271	reversible	NA	0	1000	0		
r_0731	N-acteylglutamate synthase	(1) s_0899 + (1) s_0380 <==> (1) s_0763_b + (1) s_0514 + (1) s_1071	reversible	NA	0	1000	0	((YJL071W) or (YMR062C))	
r_0732	N-formyl-L-kynurenine amidohydrolase	(1) s_1434_b + (1) s_1074 <==> (1) s_0763_b + (1) s_0689 + (1) s_0924	reversible	NA	0	1000	0	(YJL060W)	
r_0733	N-formyltyrosine oxidase	(1) s_0763_b + (1) s_1096 + (2) s_1075 <==> (1) s_1091 + (1) s_1056	reversible	NA	0	1000	0	((YDR402C) and (YHR042W))	
r_0734	N4-acetylaminobutanal:NAD+ oxidoreductase	(1) s_1082 + (1) s_1434_b + (1) s_0271 <==> (2) s_0763_b + (1) s_1087 + (1) s_0272	reversible	NA	0	1000	0		
r_0735	NAD diphosphatase	(1) s_1082 + (1) s_1434_b <==> (2) s_0763_b + (1) s_0434 + (1) s_1108	reversible	NA	0	1000	0	(YGL067W)	
r_0736	NAD kinase	(1) s_1082 + (1) s_0446 <==> (1) s_0763_b + (1) s_0400 + (1) s_1091	reversible	NA	0	1000	0	((YEL041W) or (YJR049C))	
r_0738	NAD nucleosidase	(1) s_1082 + (1) s_1434_b <==> (1) s_0763_b + (1) s_0407 + (1) s_1100	reversible	NA	0	1000	0		
r_0740	NAD synthase (nh3)	(1) s_0446 + (1) s_0430 + (1) s_0571 <==> (1) s_1082 + (1) s_0763_b + (1) s_0434 + (1) s_0605	reversible	NA	0	1000	0	(YHR074W)	
r_0742	NADH dehydrogenase, cytosolic/mitochondrial	(1) s_0763_b + (1) s_1087 + (1) s_1410 <==> (1) s_1082 + (1) s_1409	reversible	NA	0	1000	0	((YDL085W) or (YMR145C))	
r_0743	NADH kinase	(1) s_1087 + (1) s_0446 <==> (1) s_0763_b + (1) s_0400 + (1) s_1096	reversible	NA	-1000	1000	0	((YEL041W) or (YJR049C))	
r_0746	NADP phosphatase	(1) s_1434_b + (1) s_1091 <==> (1) s_1082 + (1) s_1207	reversible	NA	0	1000	0		
r_0748	NAPRtase	(1) s_0763_b + (1) s_0331 + (1) s_1103 <==> (1) s_0605 + (1) s_1106	reversible	NA	0	1000	0	(YOR209C)	
r_0750	NatC acetylation	(1) s_0380 + (1) s_1503_b <==> (1) s_0514 + (1) s_2526	reversible	NA	-1000	1000	0	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0751	NatC acetylation	(1) s_0380 + (1) s_1504_b <==> (1) s_0514 + (1) s_2527	reversible	NA	-1000	1000	0	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0752	NatC acetylation	(1) s_0380 + (1) s_1505_b <==> (1) s_0514 + (1) s_2528	reversible	NA	-1000	1000	0	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0753	NatC acetylation	(1) s_0380 + (1) s_1507_b <==> (1) s_0514 + (1) s_2530	reversible	NA	-1000	1000	0	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0754	NatC acetylation	(1) s_0380 + (1) s_1506_b <==> (1) s_0514 + (1) s_2529	reversible	NA	-1000	1000	0	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0755	NatC complex assembly	(1) s_1634_b + (1) s_1791_b + (1) s_2502_b <==> (1) s_2575_b	reversible	NA	-1000	1000	0	((YCR020C-A) and (YEL053C) and (YPR051W))	
r_0756	nicotinamidase	(1) s_1434_b + (1) s_1100 <==> (1) s_0430 + (1) s_1103	reversible	NA	-1000	1000	0	(YGL037C)	
r_0758	nicotinamide N-methyltransferase	(1) s_1293 + (1) s_1100 <==> (1) s_1290 + (1) s_0089	reversible	NA	0	1000	0	(YLR285W)	
r_0759	nicotinamide-nucleotide adenylyltransferase	(1) s_0763_b + (1) s_0446 + (1) s_1108 <==> (1) s_1082 + (1) s_0605	reversible	NA	0	1000	0	(YGR010W)	
r_0761	nicotinate-nucleotide adenylyltransferase	(1) s_0763_b + (1) s_0446 + (1) s_1106 <==> (1) s_0605 + (1) s_0571	reversible	NA	0	1000	0	((YGR010W) or (YLR328W))	
r_0763	nicotinate-nucleotide diphosphorylase (carboxylating)	(2) s_0763_b + (1) s_0331 + (1) s_1281 <==> (1) s_0470 + (1) s_0605 + (1) s_1106	reversible	NA	0	1000	0	(YFR047C)	
r_0765	non-enzymatic reaction	(1) s_0763_b + (1) s_0180 <==> (1) s_0470 + (1) s_0181	reversible	NA	-1000	1000	0		
r_0766	nucleoside-diphosphatase (ADP)	(1) s_1434_b + (1) s_0400 <==> (1) s_0763_b + (1) s_1207 + (1) s_0434	reversible	NA	0	1000	0	(YER005W)	
r_0767	nucleoside-diphosphatase (dGDP)	(1) s_1434_b + (1) s_0591 <==> (1) s_0763_b + (1) s_1207 + (1) s_0593	reversible	NA	0	1000	0		
r_0768	nucleoside-diphosphatase (GDP)	(1) s_1434_b + (1) s_0706 <==> (1) s_0763_b + (1) s_1207 + (1) s_0752	reversible	NA	0	1000	0	(YER005W)	
r_0770	nucleoside-diphosphatase (UDP)	(1) s_1411 + (1) s_1434_b <==> (1) s_0763_b + (1) s_1207 + (1) s_1417	reversible	NA	0	1000	0	(YER005W)	
r_0771	nucleoside-diphosphate kinase (ATP:CDP)	(1) s_0446 + (1) s_0481 <==> (1) s_0400 + (1) s_0521	reversible	NA	-1000	1000	0	(YKL067W)	
r_0772	nucleoside-diphosphate kinase (ATP:dADP)	(1) s_0446 + (1) s_0562 <==> (1) s_0400 + (1) s_0566	reversible	NA	-1000	1000	0	(YKL067W)	
r_0773	nucleoside-diphosphate kinase (ATP:dCDP)	(1) s_0446 + (1) s_0567 <==> (1) s_0400 + (1) s_0570	reversible	NA	-1000	1000	0	(YKL067W)	
r_0774	nucleoside-diphosphate kinase (ATP:dGDP)	(1) s_0446 + (1) s_0591 <==> (1) s_0400 + (1) s_0595	reversible	NA	-1000	1000	0	(YKL067W)	
r_0775	nucleoside-diphosphate kinase (ATP:dTDP)	(1) s_0446 + (1) s_0618 <==> (1) s_0400 + (1) s_0620	reversible	NA	-1000	1000	0	(YKL067W)	
r_0776	nucleoside-diphosphate kinase (ATP:dUDP)	(1) s_0446 + (1) s_0622 <==> (1) s_0400 + (1) s_0626	reversible	NA	-1000	1000	0	(YKL067W)	
r_0777	nucleoside-diphosphate kinase (ATP:GDP)	(1) s_0446 + (1) s_0706 <==> (1) s_0400 + (1) s_0755	reversible	NA	-1000	1000	0	(YKL067W)	
r_0778	nucleoside-diphosphate kinase (ATP:IDP)	(1) s_0446 + (1) s_0811 <==> (1) s_0400 + (1) s_0857	reversible	NA	-1000	1000	0	(YKL067W)	
r_0779	nucleoside-diphosphate kinase (ATP:UDP)	(1) s_1411 + (1) s_0446 <==> (1) s_0400 + (1) s_1430	reversible	NA	-1000	1000	0	(YKL067W)	
r_0780	nucleoside-triphosphatase (dGTP)	(1) s_1434_b + (1) s_0595 <==> (1) s_0763_b + (1) s_1207 + (1) s_0591	reversible	NA	0	1000	0		
r_0781	nucleoside-triphosphatase (GTP)	(1) s_1434_b + (1) s_0755 <==> (1) s_0763_b + (1) s_1207 + (1) s_0706	reversible	NA	0	1000	0		
r_0782	O-acetylhomoserine (thiol)-lyase	(1) s_1117 + (1) s_1018 <==> (1) s_0763_b + (1) s_0933 + (1) s_0369	reversible	NA	0	1000	0	(YLR303W)	
r_0783	O-acetylhomoserine (thiol)-lyase	(1) s_1117 + (1) s_0805 <==> (1) s_0763_b + (1) s_0369 + (1) s_0917	reversible	NA	0	1000	0	(YLR303W)	
r_0784	O-glycosylation of proteins by PMT1:PMT2	(1) s_0615 + (1) s_1516_b <==> (1) s_2537	reversible	NA	-1000	1000	0	((YAL023C) and (YDL095W))	
r_0785	O-phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	(1) s_0899 + (1) s_0019 <==> (1) s_0185 + (1) s_0270	reversible	NA	-1000	1000	0	(YOR184W)	
r_0786	O-succinylhomoserine lyase (elimination)	(1) s_1434_b + (1) s_1126 <==> (1) s_0763_b + (1) s_0430 + (1) s_0183 + (1) s_1338	reversible	NA	-1000	1000	0	(YML082W)	
r_0787	O-succinylhomoserine lyase (L-cysteine)	(1) s_0889 + (1) s_1126 <==> (1) s_0763_b + (1) s_0888 + (1) s_1338	reversible	NA	0	1000	0		
r_0788	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1147 <==> (2) s_1434_b + (1) s_1091 + (1) s_1129	reversible	NA	0	1000	0		
r_0789	ornithine carbamoyltransferase	(1) s_1151 + (1) s_0469 <==> (1) s_0763_b + (1) s_1207 + (1) s_0887	reversible	NA	0	1000	0	(YJL088W)	
r_0790	ornithine decarboxylase	(1) s_0763_b + (1) s_1151 <==> (1) s_0470 + (1) s_1268	reversible	NA	0	1000	0	(YKL184W)	
r_0791	ornithine transacetylase	(1) s_0899 + (1) s_1051 <==> (1) s_1071 + (1) s_1151	reversible	NA	0	1000	0	(YMR062C)	
r_0792	ornithine transaminase	(1) s_0185 + (1) s_1151 <==> (1) s_0899 + (1) s_0905	reversible	NA	0	1000	0	(YLR438W)	
r_0793	orotate phosphoribosyltransferase	(1) s_0605 + (1) s_1155 <==> (1) s_0331 + (1) s_1154	reversible	NA	-1000	1000	0	((YML106W) or (YMR271C))	
r_0794	orotidine-5'-phosphate decarboxylase	(1) s_0763_b + (1) s_1155 <==> (1) s_0470 + (1) s_1417	reversible	NA	0	1000	0	(YEL021W)	
r_0795	OSH1 cytoplasm to plasma membrane	(1) s_2538 <==> (1) s_1165 + (1) s_1539_b	reversible	NA	-1000	1000	0	(YAR042W)	
r_0796	OSH1 endoplasmic reticulum to cytoplasm	(1) s_1165 + (1) s_1539_b <==> (1) s_2538	reversible	NA	-1000	1000	0	(YAR042W)	
r_0797	OSH2 cytoplasm to plasma membrane	(1) s_2539 <==> (1) s_1165 + (1) s_1651_b	reversible	NA	-1000	1000	0	(YDL019C)	
r_0798	OSH2 endoplasmic reticulum to cytoplasm	(1) s_1165 + (1) s_1651_b <==> (1) s_2539	reversible	NA	-1000	1000	0	(YDL019C)	
r_0799	OSH3 cytoplasm to plasma membrane	(1) s_2540 <==> (1) s_1165 + (1) s_1970_b	reversible	NA	-1000	1000	0	(YHR073W)	
r_0800	OSH3 endoplasmic reticulum to cytoplasm	(1) s_1165 + (1) s_1970_b <==> (1) s_2540	reversible	NA	-1000	1000	0	(YHR073W)	
r_0801	OSH4 endoplasmic reticulum to cytoplasm	(1) s_1165 + (1) s_2465_b <==> (1) s_2542	reversible	NA	-1000	1000	0	(YPL145C)	
r_0802	OSH5 cytoplasm to plasma membrane	(1) s_2542 <==> (1) s_1165 + (1) s_2465_b	reversible	NA	-1000	1000	0	(YPL145C)	
r_0803	OSH5 endoplasmic reticulum to cytoplasm	(1) s_1165 + (1) s_2425_b <==> (1) s_2541	reversible	NA	-1000	1000	0	(YOR237W)	
r_0804	oxoglutarate dehydrogenase (dihydrolipoamide S-succinyltransferase)	(1) s_0514 + (1) s_1288 <==> (1) s_1342 + (1) s_0603	reversible	NA	0	1000	0	((YDR148C) and (YFL018C) and (YIL125W))	
r_0805	oxoglutarate dehydrogenase (lipoamide)	(1) s_0763_b + (1) s_0185 + (1) s_1001 <==> (1) s_0470 + (1) s_1288	reversible	NA	-1000	1000	0	((YDR148C) and (YFL018C) and (YIL125W))	
r_0806	palmitoyl transferase	(1) s_1187 + (1) s_1501_b <==> (1) s_0514 + (1) s_2543	reversible	NA	-1000	1000	0	(YDR264C)	
r_0807	palmitoyl transferase for SNarE YAL014C	(1) s_1187 + (1) s_1526_b <==> (1) s_2546	reversible	NA	-1000	1000	0	((YDR126W) and (YAL014C))	
r_0808	palmitoyl transferase for SNarE YAL030W	(1) s_1187 + (1) s_1530_b <==> (1) s_2547	reversible	NA	-1000	1000	0	((YDR126W) and (YAL030W))	
r_0809	palmitoyl transferase for SNarE YDR468C	(1) s_1187 + (1) s_1760_b <==> (1) s_2549	reversible	NA	-1000	1000	0	((YDR126W) and (YDR468C))	
r_0810	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA)	(1) s_0763_b + (1) s_1096 + (1) s_1160 + (1) s_1187 <==> (2) s_1434_b + (1) s_1091 + (1) s_0782	reversible	NA	0	1000	0	(YGL055W)	
r_0811	palmitoylation of chs3p	(1) s_1187 + (1) s_1565_b <==> (1) s_2548	reversible	NA	-1000	1000	0	((YOL003C) and (YBR023C))	
r_0812	palmitoylation of Ras(CaaX) proteins	(1) s_1187 + (1) s_1515_b <==> (1) s_0514 + (1) s_2545	reversible	NA	-1000	1000	0	((YLR246W) and (YOL110W))	
r_0813	palmitoylation of YEL013W	(1) s_1187 + (1) s_1775_b <==> (1) s_2550	reversible	NA	-1000	1000	0	((YNL326C) and (YEL013W))	
r_0814	pantetheine-phosphate adenylyltransferase	(1) s_0763_b + (1) s_0446 + (1) s_1192 <==> (1) s_0605 + (1) s_0202	reversible	NA	0	1000	0		
r_0816	pantothenate kinase	(1) s_0446 + (1) s_0034 <==> (1) s_0763_b + (1) s_0400 + (1) s_0020	reversible	NA	0	1000	0	(YDR531W)	
r_0817	pantothenate synthase	(1) s_0446 + (1) s_0032 + (1) s_0453 <==> (1) s_0763_b + (1) s_0434 + (1) s_0605 + (1) s_0034	reversible	NA	0	1000	0	(YIL145C)	
r_0818	peroxisomal acyl-CoA thioesterase	(1) s_1434_b + (1) s_0582 <==> (1) s_0763_b + (1) s_0514 + (1) s_0574	reversible	NA	0	1000	0	(YJR019C)	
r_0819	peroxisomal acyl-CoA thioesterase	(1) s_1434_b + (1) s_0977 <==> (1) s_0763_b + (1) s_0514 + (1) s_0968	reversible	NA	0	1000	0	(YJR019C)	
r_0820	peroxisomal acyl-CoA thioesterase	(1) s_1434_b + (1) s_1355 <==> (1) s_0763_b + (1) s_0514 + (1) s_0987	reversible	NA	0	1000	0	(YJR019C)	
r_0821	peroxisomal acyl-CoA thioesterase	(1) s_1434_b + (1) s_1187 <==> (1) s_0763_b + (1) s_0514 + (1) s_1170	reversible	NA	0	1000	0	(YJR019C)	
r_0822	peroxisomal acyl-CoA thioesterase	(1) s_1434_b + (1) s_1044 <==> (1) s_0763_b + (1) s_0514 + (1) s_1028	reversible	NA	0	1000	0	(YJR019C)	
r_0823	peroxisomal acyl-CoA thioesterase	(1) s_1434_b + (1) s_1334 <==> (1) s_0763_b + (1) s_0514 + (1) s_1329	reversible	NA	0	1000	0	(YJR019C)	
r_0824	peroxisomal acyl-CoA thioesterase	(1) s_1434_b + (1) s_1140 <==> (1) s_0763_b + (1) s_0514 + (1) s_1132	reversible	NA	0	1000	0	(YJR019C)	
r_0825	phenylalanine transaminase	(1) s_0185 + (1) s_0936 <==> (1) s_0899 + (1) s_0859	reversible	NA	-1000	1000	0	((YGL202W) or (YHR137W))	
r_0826	phenylalanyl-tRNA synthetase	(1) s_0446 + (1) s_0936 + (1) s_1483_b <==> (1) s_0434 + (1) s_0605 + (1) s_1199	reversible	NA	0	1000	0	((YFL022C) and (YLR060W))	
r_0827	phenylalanyl-tRNA synthetase	(1) s_0446 + (1) s_0936 + (1) s_1484_b <==> (1) s_0434 + (1) s_0605 + (1) s_1199	reversible	NA	0	1000	0	(YPR047W)	
r_0828	phenylpyruvate decarboxylase	(1) s_0763_b + (1) s_0859 <==> (1) s_0470 + (1) s_1203	reversible	NA	0	1000	0	((YDR380W) or (YGR087C) or (YLR044C) or (YLR134W))	
r_0829	phosphatidyl glycerol phospholipase C	(1) s_1434_b + (1) s_1239 <==> (1) s_0596 + (1) s_1315	reversible	NA	-1000	1000	0	(YPL206C)	
r_0831	phosphatidylethanolamine methyltransferase	(1) s_1293 + (1) s_1233 <==> (1) s_0763_b + (1) s_1290 + (1) s_1226	reversible	NA	0	1000	0	(YJR073C)	
r_0833	phosphatidylglycerolphosphate synthase	(1) s_0511 + (1) s_0207 <==> (1) s_0485 + (1) s_1315	reversible	NA	-1000	1000	0	(YCL004W)	
r_0834	phosphatidylinositol 3,5-bisphosphate phosphatase	(1) s_1434_b + (1) s_0097 <==> (2) s_0763_b + (1) s_0102 + (1) s_1207	reversible	NA	-1000	1000	0	(YNL325C)	
r_0835	phosphatidylinositol 3-phosphate phosphatase	(1) s_1434_b + (1) s_0102 <==> (2) s_0763_b + (1) s_1207 + (1) s_0090	reversible	NA	-1000	1000	0	((YJR110W) or (YNL106C) or (YOR109W))	
r_0836	phosphatidylinositol 4,5-bisphosphate 5-phosphatase	(1) s_1434_b + (1) s_0107 <==> (2) s_0763_b + (1) s_1207 + (1) s_0111	reversible	NA	-1000	1000	0	((YIL002C) or (YNL106C) or (YOR109W))	
r_0839	phosphatidylinositol 4-kinase	(1) s_0763_b + (1) s_0446 + (1) s_0090 <==> (1) s_0400 + (1) s_0111	reversible	NA	-1000	1000	0	(YNL267W)	
r_0843	phosphatidylinositol phosphate phosphatase	(1) s_1434_b + (1) s_0111 <==> (2) s_0763_b + (1) s_1207 + (1) s_0090	reversible	NA	-1000	1000	0	(YKL212W)	
r_0847	phosphatidylinositol synthase	(1) s_0485 + (1) s_1020 <==> (2) s_0763_b + (1) s_0511 + (1) s_0090	reversible	NA	0	1000	0	(YPR113W)	
r_0849	phosphatidylinositol-4-phosphate 5-kinase	(1) s_0763_b + (1) s_0446 + (1) s_0111 <==> (1) s_0400 + (1) s_0107	reversible	NA	-1000	1000	0	(YDR208W)	
r_0850	phosphatidylserine decarboxylase	(1) s_1219 <==> (1) s_0470 + (1) s_1233	reversible	NA	0	1000	0	(YNL169C)	
r_0853	phosphatidylserine synthase	(1) s_0485 + (1) s_0943 <==> (2) s_0763_b + (1) s_0511 + (1) s_1219	reversible	NA	-1000	1000	0	(YER026C)	
r_0855	phosphoacetylglucosamine mutase	(1) s_1069 <==> (1) s_1068	reversible	NA	-1000	1000	0	(YEL058W)	
r_0856	phosphoadenylyl-sulfate reductase (thioredoxin)	(1) s_0206 + (1) s_1521 <==> (2) s_0763_b + (1) s_0397 + (1) s_1517 + (1) s_1349	reversible	NA	0	1000	0	(((YGR209C) and (YPR167C)) or ((YLR043C) and (YPR167C)))	
r_0857	phosphoenolpyruvate carboxykinase	(1) s_0446 + (1) s_1156 <==> (1) s_0400 + (1) s_0470 + (1) s_1243	reversible	NA	0	1000	0	(YKR097W)	
r_0858	phosphoethanolamine cytidyltransferase	(1) s_0763_b + (1) s_0521 + (1) s_1124 <==> (1) s_0605 + (1) s_0488	reversible	NA	0	1000	0	(YGR007W)	
r_0859	phosphofructokinase	(1) s_0446 + (1) s_0539 <==> (1) s_0763_b + (1) s_0400 + (1) s_0537	reversible	NA	0	1000	0	((YGR240C) and (YMR205C))	
r_0860	phosphofructokinase (s7p)	(1) s_0446 + (1) s_1304 <==> (1) s_0763_b + (1) s_0400 + (1) s_1303	reversible	NA	0	1000	0	((YGR240C) and (YMR205C))	
r_0861	phosphoglucomutase	(1) s_0549 <==> (1) s_0410	reversible	NA	-1000	1000	0	((YKL127W) or (YMR105C))	
r_0862	phosphogluconate dehydrogenase	(1) s_1091 + (1) s_0347 <==> (1) s_1096 + (1) s_0470 + (1) s_0557	reversible	NA	0	1000	0	((YGR256W) or (YHR183W))	
r_0863	phosphoglucosamine mutase	(1) s_0421 <==> (1) s_0422	reversible	NA	-1000	1000	0	(YEL058W)	
r_0864	phosphoglycerate dehydrogenase	(1) s_1082 + (1) s_0264 <==> (1) s_0763_b + (1) s_1087 + (1) s_0266	reversible	NA	0	1000	0	((YER081W) or (YIL074C))	
r_0865	phosphoglycerate kinase	(1) s_0446 + (1) s_0264 <==> (1) s_0400 + (1) s_0265	reversible	NA	-1000	1000	0	(YCR012W)	
r_0866	phosphoglycerate mutase	(1) s_0193 <==> (1) s_0264	reversible	NA	-1000	1000	0	(YKL152C)	
r_0867	phospholipase B	(1) s_0763_b + (1) s_1310 + (1) s_0663 <==> (1) s_1434_b + (1) s_0085	reversible	NA	-1000	1000	0	((YMR006C) or (YOL011W))	
r_0868	phospholipase B	(1) s_0766_b + (1) s_0666 + (1) s_1313_b <==> (1) s_1436_b + (1) s_0086_b	reversible	NA	-1000	1000	0	((YMR006C) or (YOL011W))	
